Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Age_Scaled,MonthlyIncome_Scaled,TotalWorkingYears_Scaled,YearsAtCompany_Scaled,AgeGroup,TenureRatio,IncomeCategory
24,1,240,22,1,4,1,58,1,1,3,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-1.4151810691502822,-1.1045591722671495,-1.3216011591512031,-0.9810141559830953,Young,0.5,Low
47,1,1093,9,3,3,1,82,1,4,3,12936,24164,7,0,11,3,3,0,25,3,1,23,5,14,10,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1.103361511540898,1.5106417447794591,1.76397152927805,2.6111504505039176,Senior,0.8846153846153846,High
26,0,390,17,4,4,1,62,1,1,3,2305,6217,1,0,15,3,3,3,3,3,4,3,2,0,2,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,-1.1961773664814839,-0.932219247147656,-1.0644701017820986,-0.6544537372115486,Young,0.75,Low
45,0,1005,28,2,4,0,48,2,4,2,16581,17119,1,0,11,3,3,0,21,2,3,21,6,8,6,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.8843578088720997,2.3482137808601977,1.2497094145398413,2.284590031732371,Middle-Aged,0.9545454545454546,High
32,0,585,10,3,1,1,56,3,1,3,3433,17360,6,0,13,3,1,1,10,3,2,5,2,1,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.5391662584750891,-0.6730199997679376,-0.16451140099023315,-0.32789331844000197,Middle-Aged,0.45454545454545453,Low
31,0,741,2,4,2,1,69,3,1,3,3477,18103,1,0,14,3,4,1,6,2,4,5,2,0,3,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,-0.6486681098094882,-0.662909390827594,-0.678773515728442,-0.32789331844000197,Middle-Aged,0.7142857142857143,Low
41,0,552,4,3,3,1,60,1,2,2,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.4463504035345031,0.015650341009558737,-0.16451140099023315,-0.6544537372115486,Middle-Aged,0.2727272727272727,Medium
40,0,369,8,2,2,0,92,3,2,1,6516,5041,2,1,16,3,2,1,18,3,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.33684855220010396,0.035411985756594,0.8640128284861845,-0.9810141559830953,Middle-Aged,0.05263157894736842,Medium
24,0,506,29,1,2,1,91,3,1,1,3907,3622,1,0,13,3,2,3,6,2,4,6,2,1,2,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,-1.4151810691502822,-0.5641011670924176,-0.678773515728442,-0.16461310905422863,Young,0.8571428571428571,Medium
46,0,717,13,4,3,1,34,3,2,2,5562,9697,6,0,14,3,4,0,19,3,3,10,7,0,9,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.9938596602064987,-0.18380439899540185,0.9925783571707368,0.48850772848886465,Senior,0.5,Medium
35,0,1370,27,4,4,1,49,3,2,3,6883,5151,2,0,16,3,2,1,17,3,3,7,7,0,7,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.2106607044718917,0.11974365578173286,0.7354472998016324,-0.0013328996684553085,Middle-Aged,0.3888888888888889,High
30,0,793,16,1,2,1,33,3,1,4,2862,3811,1,0,12,3,2,1,10,2,2,10,0,0,8,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.7581699611438873,-0.8042281294255788,-0.16451140099023315,0.48850772848886465,Young,0.9090909090909091,Low
47,0,543,2,4,3,1,87,3,2,2,4978,3536,7,0,11,3,4,1,4,3,1,1,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,1.103361511540898,-0.3179997540217808,-0.9359045730975464,-0.9810141559830953,Senior,0.2,Medium
46,0,1277,2,3,3,1,74,3,3,4,10368,5596,4,1,12,3,2,1,13,5,2,10,6,0,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9938596602064987,0.920549841170313,0.2211851850634235,0.48850772848886465,Senior,0.7142857142857143,High
36,1,1456,13,5,2,1,96,2,2,1,6134,8658,5,1,13,3,2,3,16,3,3,2,2,2,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.10115885313749257,-0.05236648277093473,0.6068817711170802,-0.8177339465973219,Middle-Aged,0.11764705882352941,Medium
32,1,964,1,2,1,1,34,1,2,2,6735,12147,6,0,15,3,2,0,10,2,3,0,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.5391662584750891,0.08573524389148612,-0.16451140099023315,-1.1442943653688686,Middle-Aged,0.0,High
23,0,160,4,1,3,0,51,3,1,2,3295,12862,1,0,13,3,3,0,3,3,1,3,2,1,2,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,-1.5246829204846812,-0.7047305459899245,-1.0644701017820986,-0.6544537372115486,Young,0.75,Low
31,0,163,24,1,4,0,30,3,2,4,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,-0.6486681098094882,-0.2582552466470231,-0.2930769296747854,-0.32789331844000197,Middle-Aged,0.5,Medium
39,0,792,1,3,4,1,77,3,2,4,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.22734670086570485,0.02530137681625038,-0.2930769296747854,0.32522751910309133,Middle-Aged,0.9,Medium
32,0,371,19,3,4,1,80,1,3,3,9610,3840,3,0,13,3,3,1,10,2,1,4,3,0,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.5391662584750891,0.7463716235162116,-0.16451140099023315,-0.4911735278257753,Middle-Aged,0.36363636363636365,High
40,0,611,7,4,2,1,88,3,5,2,16581,4349,1,0,14,3,2,0,21,3,2,21,8,12,8,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.33684855220010396,2.3482137808601977,1.2497094145398413,2.284590031732371,Middle-Aged,0.9545454545454546,High
45,0,176,4,3,3,0,56,1,3,3,9756,6595,4,0,21,4,3,2,9,2,4,5,0,0,3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.8843578088720997,0.7799204622728063,-0.2930769296747854,-0.32789331844000197,Middle-Aged,0.5,High
30,0,1312,2,4,4,0,78,2,1,1,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.7581699611438873,-0.3202976196900408,-0.16451140099023315,0.32522751910309133,Young,0.8181818181818182,Medium
24,0,897,10,3,1,1,59,3,1,4,2145,2097,0,0,14,3,4,1,3,2,3,2,2,2,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,-1.4151810691502822,-0.9689850978398146,-1.0644701017820986,-0.8177339465973219,Young,0.5,Low
30,1,600,8,3,3,0,66,2,1,4,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.7581699611438873,-0.9609425680009049,-0.678773515728442,-0.4911735278257753,Young,0.5714285714285714,Low
31,0,1003,5,3,1,1,51,3,2,3,8346,20943,1,0,19,3,3,1,6,3,3,5,2,0,2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,-0.6486681098094882,0.45592140304815837,-0.678773515728442,-0.32789331844000197,Middle-Aged,0.7142857142857143,High
27,0,1054,8,3,3,0,67,3,1,4,3445,6152,1,0,11,3,3,0,6,5,2,6,2,1,4,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,-1.0866755151470848,-0.6702625609660258,-0.678773515728442,-0.16461310905422863,Young,0.8571428571428571,Low
29,1,428,9,3,2,0,52,1,1,2,2760,14630,1,0,13,3,3,0,2,3,3,2,2,2,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,-0.8676718124782865,-0.8276663592418299,-1.193035630466651,-0.8177339465973219,Young,0.6666666666666666,Low
29,0,461,1,3,4,1,70,4,2,3,6294,23060,8,1,12,3,4,0,10,5,4,3,2,0,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.8676718124782865,-0.015600632078776098,-0.16451140099023315,-0.6544537372115486,Young,0.2727272727272727,Medium
30,0,979,15,2,3,1,94,2,3,1,7140,3088,2,0,11,3,1,1,12,2,3,7,7,1,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.7581699611438873,0.17879880345601268,0.09261965637887129,-0.0013328996684553085,Young,0.5384615384615384,High
34,0,181,2,4,4,1,97,4,1,4,2932,5586,0,1,14,3,1,3,6,3,3,5,0,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,-0.3201625558062908,-0.7881430697477594,-0.678773515728442,-0.32789331844000197,Middle-Aged,0.7142857142857143,Low
33,0,1283,2,3,4,0,62,3,2,2,5147,10697,8,0,15,3,4,0,13,2,2,11,7,1,7,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.42966440714069,-0.2791658242281883,0.2211851850634235,0.651787937874638,Middle-Aged,0.7857142857142857,Medium
49,0,1313,11,4,4,0,80,3,2,4,4507,8191,3,0,12,3,3,0,8,1,4,5,1,0,4,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,1.3223652142096962,-0.4262292269968228,-0.42164245835933756,-0.32789331844000197,Senior,0.5555555555555556,Medium
33,1,211,16,3,1,0,74,3,3,1,8564,10092,2,1,20,4,3,0,11,2,2,0,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.42966440714069,0.5060148746162245,-0.03594587230568093,-1.1442943653688686,Middle-Aged,0.0,High
38,0,594,2,2,3,0,75,2,1,2,2468,15963,4,0,14,3,2,1,9,4,2,6,1,0,5,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.11784484953130571,-0.8947640367550194,-0.2930769296747854,-0.16461310905422863,Middle-Aged,0.6,Low
31,1,1079,16,4,1,1,70,3,3,3,8161,19002,2,0,13,3,1,3,10,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.6486681098094882,0.41341088818534993,-0.16451140099023315,-0.9810141559830953,Middle-Aged,0.09090909090909091,High
29,0,590,4,3,4,0,91,2,1,1,2109,10007,1,0,13,3,3,1,1,2,3,1,0,0,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.8676718124782865,-0.9772574142455503,-1.3216011591512031,-0.9810141559830953,Young,0.5,Low
30,0,305,16,3,3,1,58,4,2,3,5294,9128,3,0,16,3,3,1,10,3,3,7,0,1,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.7581699611438873,-0.24538719890476754,-0.16451140099023315,-0.0013328996684553085,Young,0.6363636363636364,Medium
32,0,953,5,4,2,1,65,3,1,2,2718,17674,2,0,14,3,2,0,12,3,3,7,7,0,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.5391662584750891,-0.8373173950485215,0.09261965637887129,-0.0013328996684553085,Middle-Aged,0.5384615384615384,Low
38,0,833,18,3,2,1,60,1,2,4,5811,24539,3,1,16,3,3,1,15,2,3,1,0,1,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.11784484953130571,-0.12658754385572996,0.4783162424325279,-0.9810141559830953,Middle-Aged,0.0625,Medium
43,1,807,17,3,3,1,38,2,1,3,2437,15587,9,1,16,3,4,1,6,4,3,1,0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.6653541062033014,-0.9018874203266252,-0.678773515728442,-0.9810141559830953,Middle-Aged,0.14285714285714285,Low
42,0,855,12,3,2,1,57,3,1,2,2766,8952,8,0,22,4,2,3,7,6,2,5,3,0,4,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.5558522548689022,-0.8262876398408739,-0.5502079870438897,-0.32789331844000197,Middle-Aged,0.625,Low
55,0,478,2,3,3,1,60,2,5,1,16581,19805,8,0,12,3,2,3,34,2,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1.979376322216091,2.3482137808601977,2.9210612874390196,-0.9810141559830953,Senior,0.02857142857142857,High
33,0,775,4,3,4,1,90,3,2,2,3055,6194,5,0,15,3,4,2,11,2,2,9,8,1,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.42966440714069,-0.7598793220281624,-0.03594587230568093,0.32522751910309133,Middle-Aged,0.75,Low
41,0,548,9,4,3,1,94,3,1,1,2289,20520,1,0,20,4,2,2,5,2,3,5,3,0,4,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4463504035345031,-0.9358958322168719,-0.8073390444129942,-0.32789331844000197,Middle-Aged,0.8333333333333334,Low
34,0,1375,10,3,4,1,87,3,2,3,4001,12313,1,1,14,3,3,1,15,3,3,15,14,0,7,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.3201625558062908,-0.5425012298107745,0.4783162424325279,1.3049087754177313,Middle-Aged,0.9375,Medium
53,0,661,1,4,1,0,60,2,4,3,12965,22308,4,1,20,4,4,3,27,2,2,3,2,0,2,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1.7603726195472926,1.5173055552174128,2.0211025866471544,-0.6544537372115486,Senior,0.10714285714285714,High
43,0,244,2,3,2,1,97,3,1,4,3539,5033,0,0,13,3,2,0,10,5,3,9,7,1,8,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.6653541062033014,-0.6486626236843825,-0.16451140099023315,0.32522751910309133,Middle-Aged,0.8181818181818182,Low
34,0,511,3,2,4,0,32,1,2,4,6029,25353,5,0,12,3,1,0,6,3,3,2,2,2,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.3201625558062908,-0.07649407228766383,-0.678773515728442,-0.8177339465973219,Middle-Aged,0.2857142857142857,Medium
21,1,337,7,1,2,1,31,3,1,2,2679,4567,1,0,13,3,2,0,1,3,3,1,0,1,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,-1.7436866231534796,-0.8462790711547352,-1.3216011591512031,-0.9810141559830953,Young,0.5,Low
38,0,1153,6,2,4,0,40,2,1,3,3702,16376,1,0,11,3,2,1,5,3,3,5,4,0,4,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.11784484953130571,-0.6112074132917459,-0.8073390444129942,-0.32789331844000197,Middle-Aged,0.8333333333333334,Medium
22,1,1294,8,1,3,0,79,3,1,1,2398,15999,1,1,17,3,3,0,1,6,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,-1.6341847718190805,-0.9108490964328387,-1.3216011591512031,-0.9810141559830953,Young,0.5,Low
31,0,196,29,4,1,0,91,2,2,4,5468,13402,1,0,14,3,1,2,13,3,3,12,7,5,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.6486681098094882,-0.20540433627704505,0.2211851850634235,0.8150681472604113,Middle-Aged,0.8571428571428571,Medium
51,0,942,3,3,1,0,53,3,3,3,13116,22984,2,0,11,3,4,0,15,2,3,2,2,2,2,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,1.5413689168784945,1.5520033268081375,0.4783162424325279,-0.8177339465973219,Senior,0.125,High
37,0,589,9,2,2,1,46,2,2,2,4189,8800,1,0,14,3,1,2,5,2,3,5,2,0,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.008342998196906572,-0.4993013552474881,-0.8073390444129942,-0.32789331844000197,Middle-Aged,0.8333333333333334,Medium
46,0,734,2,4,3,1,46,3,5,4,16581,14218,7,1,17,3,3,1,24,3,3,2,1,2,2,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.9938596602064987,2.3482137808601977,1.6354060005934978,-0.8177339465973219,Senior,0.08,High
36,0,1383,10,3,4,1,90,3,3,1,8321,25949,7,1,13,3,4,1,15,1,3,12,8,5,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.10115885313749257,0.4501767388775086,0.4783162424325279,0.8150681472604113,Middle-Aged,0.75,High
44,1,429,1,2,3,1,99,3,1,2,2342,11092,1,1,12,3,3,3,6,2,2,5,3,2,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.7748559575377005,-0.9237171441750943,-0.678773515728442,-0.32789331844000197,Middle-Aged,0.7142857142857143,Low
37,0,1239,8,2,3,1,89,3,2,2,4071,12832,2,0,13,3,3,0,19,4,2,10,0,4,7,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.008342998196906572,-0.526416170132955,0.9925783571707368,0.48850772848886465,Middle-Aged,0.5,Medium
35,1,303,27,3,3,1,84,3,2,4,5813,13492,1,1,18,3,4,0,10,2,3,10,7,7,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.2106607044718917,-0.126127970722078,-0.16451140099023315,0.48850772848886465,Middle-Aged,0.9090909090909091,Medium
33,0,867,8,4,4,1,90,4,1,1,3143,6076,6,0,19,3,2,1,14,1,3,10,8,7,6,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.42966440714069,-0.7396581041474751,0.34975071374797573,0.48850772848886465,Middle-Aged,0.6666666666666666,Low
28,0,1181,1,3,3,1,82,3,1,4,2044,5531,1,0,11,3,3,1,5,6,4,5,3,0,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.9771736638126857,-0.9921935410892397,-0.8073390444129942,-0.32789331844000197,Young,0.8333333333333334,Low
39,0,1253,10,1,3,1,65,3,3,3,13464,7914,7,0,21,4,3,0,9,3,3,4,3,2,2,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0.22734670086570485,1.6319690520635826,-0.2930769296747854,-0.4911735278257753,Middle-Aged,0.4,High
46,0,849,26,2,2,1,98,2,2,2,7991,25166,8,0,15,3,3,0,6,3,3,2,2,2,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.9938596602064987,0.3743471718249314,-0.678773515728442,-0.8177339465973219,Senior,0.2857142857142857,High
40,0,616,2,2,3,0,99,3,1,1,3377,25605,4,0,17,3,4,1,7,5,2,4,3,0,2,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.33684855220010396,-0.6858880475101932,-0.5502079870438897,-0.4911735278257753,Middle-Aged,0.5,Low
42,0,1128,13,3,2,1,95,4,2,1,5538,5696,5,0,18,3,3,2,10,2,2,0,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.5558522548689022,-0.18931927659922562,-0.16451140099023315,-1.1442943653688686,Middle-Aged,0.0,Medium
35,0,1180,2,2,2,1,90,3,2,4,5762,24442,2,0,14,3,3,1,15,6,3,7,7,1,7,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,-0.2106607044718917,-0.13784708563020354,0.4783162424325279,-0.0013328996684553085,Middle-Aged,0.4375,Medium
38,0,1336,2,3,1,1,100,3,1,2,2592,7129,5,0,13,3,4,3,13,3,3,11,10,3,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.11784484953130571,-0.8662705024685965,0.2211851850634235,0.651787937874638,Middle-Aged,0.7857142857142857,Low
34,1,234,9,4,4,1,93,3,2,1,5346,6208,4,0,17,3,3,1,11,3,2,7,1,0,7,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,-0.3201625558062908,-0.233438297429816,-0.03594587230568093,-0.0013328996684553085,Middle-Aged,0.5833333333333334,Medium
37,1,370,10,4,4,1,58,3,2,1,4213,4992,1,0,15,3,2,0,10,4,1,10,3,0,8,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.008342998196906572,-0.4937864776436643,-0.16451140099023315,0.48850772848886465,Middle-Aged,0.9090909090909091,Medium
39,0,766,20,3,3,1,83,3,2,4,4127,19188,2,0,18,3,4,1,7,6,3,2,1,2,2,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.22734670086570485,-0.5135481223906996,-0.5502079870438897,-0.8177339465973219,Middle-Aged,0.25,Medium
43,0,343,9,3,1,1,52,3,1,3,2438,24978,4,0,13,3,3,0,7,2,2,3,2,1,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.6653541062033014,-0.9016576337597991,-0.5502079870438897,-0.6544537372115486,Middle-Aged,0.375,Low
41,0,447,5,3,2,1,85,4,2,2,6870,15530,3,0,12,3,1,0,11,3,1,3,2,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4463504035345031,0.11675643041299498,-0.03594587230568093,-0.6544537372115486,Middle-Aged,0.25,High
41,0,796,4,1,3,0,81,3,3,3,10447,26458,0,1,13,3,4,1,23,3,4,22,14,13,5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4463504035345031,0.9387029799495664,1.5068404719089457,2.4478702411181446,Middle-Aged,0.9166666666666666,High
30,0,1092,10,3,1,0,64,3,3,3,9667,2739,9,0,14,3,2,0,9,3,3,7,7,0,2,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,-0.7581699611438873,0.7594694578252931,-0.2930769296747854,-0.0013328996684553085,Young,0.7,High
26,1,920,20,2,4,0,69,3,1,2,2148,6889,0,1,11,3,3,0,6,3,3,5,1,1,4,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,-1.1961773664814839,-0.9682957381393367,-0.678773515728442,-0.32789331844000197,Young,0.7142857142857143,Low
46,1,261,21,2,4,0,66,3,2,2,8926,10842,4,0,22,4,4,1,13,2,4,9,7,3,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.9938596602064987,0.5891976118072334,0.2211851850634235,0.32522751910309133,Senior,0.6428571428571429,High
40,0,1194,1,3,3,0,52,3,2,4,6513,9060,4,0,17,3,4,1,12,3,3,5,3,0,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.33684855220010396,0.03472262605611603,0.09261965637887129,-0.32789331844000197,Middle-Aged,0.38461538461538464,Medium
34,0,810,8,2,2,1,92,4,2,3,6799,22128,1,0,21,4,3,2,10,5,3,10,8,4,8,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,-0.3201625558062908,0.10044158416834958,-0.16451140099023315,0.48850772848886465,Middle-Aged,0.9090909090909091,High
58,0,350,2,3,2,1,52,3,4,2,16291,22577,4,0,22,4,4,1,37,0,2,16,9,14,14,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2.3078818762192883,2.2815756764806605,3.3067578734926766,1.4681889848035046,Senior,0.42105263157894735,High
35,0,185,23,4,2,1,91,1,1,3,2705,9696,0,0,16,3,2,1,6,2,4,5,4,0,3,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,-0.2106607044718917,-0.8403046204172594,-0.678773515728442,-0.32789331844000197,Middle-Aged,0.7142857142857143,Low
47,0,1001,4,3,3,0,92,2,3,2,10333,19271,8,1,12,3,3,1,28,4,3,22,11,14,10,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.103361511540898,0.9125073113314034,2.1496681153317065,2.4478702411181446,Senior,0.7586206896551724,High
40,0,750,12,3,2,0,47,3,2,1,4448,10748,2,0,12,3,2,1,15,3,3,7,4,7,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.33684855220010396,-0.4397866344395563,0.4783162424325279,-0.0013328996684553085,Middle-Aged,0.4375,Medium
54,0,431,7,4,4,0,68,3,2,4,6854,15696,4,0,15,3,2,1,14,2,2,7,1,1,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,1.869874470881692,0.11307984534377911,0.34975071374797573,-0.0013328996684553085,Senior,0.4666666666666667,High
31,0,1125,7,4,1,0,68,3,3,1,9637,8277,2,0,14,3,4,2,9,3,3,3,2,2,2,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.6486681098094882,0.7525758608205133,-0.2930769296747854,-0.6544537372115486,Middle-Aged,0.3,High
28,0,1217,1,3,3,0,67,3,1,1,3591,12719,1,0,25,4,3,1,3,3,3,3,2,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,-0.9771736638126857,-0.636713722209431,-1.0644701017820986,-0.6544537372115486,Young,0.75,Low
38,0,723,2,4,2,0,77,1,2,4,5405,4244,2,1,20,4,1,2,20,4,2,4,2,0,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,0.11784484953130571,-0.2198808899870825,1.121143885855289,-0.4911735278257753,Middle-Aged,0.19047619047619047,Medium
26,0,572,10,3,3,1,46,3,2,4,4684,9125,1,0,13,3,1,0,5,4,3,5,3,1,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,-1.1961773664814839,-0.3855570046686223,-0.8073390444129942,-0.32789331844000197,Young,0.8333333333333334,Medium
58,0,1216,15,4,1,1,87,3,4,3,15787,21624,2,1,14,3,2,0,23,3,3,2,2,2,2,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.3078818762192883,2.1657632468003607,1.5068404719089457,-0.8177339465973219,Senior,0.08333333333333333,High
18,0,1431,14,3,2,0,33,3,1,3,1514,8018,1,0,16,3,3,0,0,4,1,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,-2.072192177156677,-1.1139804215070153,-1.4501666878357553,-1.1442943653688686,Young,0.0,Low
31,1,359,18,5,4,1,89,4,1,1,2956,21495,0,0,17,3,3,0,2,4,3,1,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.6486681098094882,-0.7826281921439355,-1.193035630466651,-0.9810141559830953,Middle-Aged,0.3333333333333333,Low
